ClubName,ClubNameShort,CountryName,LeagueName,ClubFMId
AS Unirea Ciceu Giurgesti,Unirea Ciceu Giurgesti,Romania,Romanian Lower League,57107716
AS Real Budus,Budus,Romania,Romanian Lower League,57107714
Bradetul Stefesti,Stefesti,Romania,Romanian Lower League,57107760
AS Cazanesti (IL),Cazanesti (IL),Romania,Romanian Lower League,57109400
Otelul Larissa Dobrota,Otelul Larissa,Romania,Romanian Lower League,57106196
Vointa Cocora,Cocora,Romania,Romanian Lower League,57106130
Vointa Ciorani,Ciorani,Romania,Romanian Lower League,57106100
ACSF Athletico Floreasca,Athletico Floreasca,Romania,Romanian Lower League,57106090
CS Virtoape,CS Virtoape,Romania,Romanian Lower League,57105536
Inter Ciugud,,Romania,Romanian Lower League,57105164
FC Curciu,FC Curciu,Romania,Romanian Lower League,57105113
AFC Puiesti,AFC Puiesti,Romania,Romanian Lower League,57086437
Viitorul Marghita,Marghita,Romania,,57107563
AS Vointa Pietrosita,Pietrosita,Romania,Romanian Lower League,57110269
Recolta Nicolae Balcescu,Rec. Nic Balcescu,Romania,Romanian Lower League,57110260
Viitorul Stiubei,Stiubei,Romania,Romanian Lower League,57110225
Focul Viu Lopatari,Focul Viu,Romania,Romanian Lower League,57110224
Vointa Vadu Parului,Vadu Parului,Romania,Romanian Lower League,57107758
Victoria Grebanu,Grebanu,Romania,Romanian Lower League,57110210
AS Viitorul Rusetu,Rusetu,Romania,Romanian Lower League,57110202
ACS Muresul Vintu de Jos,Vintu de Jos,Romania,Romanian Lower League,57109868
CFR Constanta,,Romania,,57109799
Victoria Cochirleanca,Cochirleanca,Romania,Romanian Lower League,57110212
AS Vulturii Pasarea,Vulturii Pasarea,Romania,Romanian Lower League,57102906
Cetatea Almasu,Cet. Almasu,Romania,Romanian Lower League,57086547
Vointa Ganesti,Ganesti,Romania,Romanian Lower League,57086533
AFC Viitorul Ganeasa,Ganeasa,Romania,Romanian Lower League,57086507
Stiinta Dragutesti,Dragutesti,Romania,Romanian Lower League,57086501
AS Popesti 2009,AS Popesti 2009,Romania,Romanian Lower League,57086557
Oltul Coseni,Oltul Coseni,Romania,Romanian Lower League,57086486
Experti 2000 Popesti,Experti Popesti,Romania,Romanian Lower League,57086559
Victoria Mihai Viteazul,,Romania,Romanian Lower League,57086480
Avantul Matca,Matca,Romania,Romanian Lower League,57086491
CS Victoria Stiinta Celaru,Celaru,Romania,Romanian Lower League,57088199
CS Dinamyk Craiova,Dinamyk Craiova,Romania,,57100619
CSM Progresul Bailesti,Progresul Bailesti,Romania,,57100617
CSJ Stiinta Universitatea Craiova,CSJ Stiinta U Craiova,Romania,Romanian U19 National Championship Group 6,57100553
FC Dranceni,FC Dranceni,Romania,Romanian Lower League,57088316
Gloria Moftinu Mare,Moftinu Mare,Romania,Romanian Lower League,57088306
AS Petrolul Poeni,Petrolul Poeni,Romania,Romanian Lower League,57088293
CS Progresul Palanca,Palanca,Romania,Romanian Lower League,57088280
Minerul Teliuc,Min. Teliuc,Romania,Romanian Lower League,57088209
AS Vointa Caldarasti,Caldarasti,Romania,Romanian Lower League,57088047
ASC Corona 2010 Brasov,,Romania,,57086615
Troesmis Turcoaia,Troesmis,Romania,Romanian Lower League,57086600
Inter Brebeni,Inter Brebeni,Romania,Romanian Lower League,57086574
AS Iancu Jianu,AS Iancu Jianu,Romania,Romanian Lower League,57086570
Recolta Balteni,Rec. Balteni,Romania,Romanian Lower League,57086566
FC Viorel Mateianu Baia Mare,FC Viorel Mateianu,Romania,Romanian Lower League,57088223
Vointa Macea,Macea,Romania,Romanian Lower League,57000785
Clubul Sportiv Footbal Club Juventus Bistrita,Juventus Bistrita,Romania,Romanian Lower League,57007496
Atletico Arad,Atletico Arad,Romania,Romanian Lower League,57007199
CS CFR Simeria,CFR Simeria,Romania,Romanian U19 National Championship Group 9,57002786
CS Timisul Albina,Timisul Albina,Romania,Romanian Lower League,57000342
1 Decembrie,,Romania,Romanian Lower League,57000104
AS Marius Lacatus,AS Marius Lacatus,Romania,,57007620
FC Auto Timisoara,Auto Timisoara,Romania,Romanian Lower League,57009157
AS FC Interstar Sibiu,FC Interstar Sibiu,Romania,,57007927
CS Srbianka Giuchici Timisoara,Srbianka,Romania,Romanian Lower League,57007857
Scoala de Fotbal Nicolae Dobrin Pitesti,FC Nicolae Dobrin,Romania,Romanian Lower League,57007624
LPS Banatul Timisoara,LPS Banatul,Romania,Romanian U19 Top League West,57007622
Grupul Scolar Agricol Nucet,Nucet,Romania,Romanian U19 National Championship Group 5,57007498
ACS FC Ardealul Cluj,Ardealul,Romania,Romanian Lower League,57007497
Raraul Campulung Moldovenesc,Raraul,Romania,Romanian Lower League,57015196
Biharea Marmogranit Vascau,Vascau,Romania,Romanian Lower League,57061096
AS Vointa Zvoristea,Zvoristea,Romania,Romanian Lower League,57061222
AS Vointa Gaiseanca,Gaiseanca,Romania,Romanian Lower League,57065235
Izvorul Hoghiz,Izv. Hoghiz,Romania,Romanian Lower League,57065220
AS Soimii Chirales,Chirales,Romania,Romanian Lower League,57065188
ACS Viitorul Lechinta,Viitorul Lechinta,Romania,Romanian Lower League,57065159
Cariocas Constanta,Cariocas,Romania,Romanian Lower League,57063028
AS Pro Luceafarul Bucuresti,Pro Luceafarul,Romania,,57061395
CS Posada Perisani,Posada Perisani,Romania,,57061234
ACS Foresta Moldovita 1947,Foresta Moldovita,Romania,Romanian Lower League,57061223
Viitorul Unirea,Viitorul Unirea,Romania,Romanian Lower League,57065154
Recolta Boldu,Boldu,Romania,Romanian Lower League,57061115
AS Cereanim Smeeni,Smeeni,Romania,Romanian Lower League,57061117
AS Victoria Dedulesti,Dedulesti,Romania,Romanian Lower League,57061108
AS Viitorul Galbenu,Galbenu,Romania,Romanian Lower League,57061107
CS Vointa Mailat,Vointa Mailat,Romania,Romanian Lower League,57009445
CS Pressing Bucuresti,Pressing Buc.,Romania,Romanian Lower League,57061141
AS Tricolorul Galbinasi,Tricolorul Galbinasi,Romania,Romanian Lower League,57065257
Fratia,,Romania,Romanian Lower League,57061142
Avantul Pielesti,Av. Pielesti,Romania,Romanian Lower League,57061170
Victoria Cumpana,,Romania,,57061161
AS Cautis Steaua Sudului Bucuresti,Cautis,Romania,,57061146
CSO Bragadiru,,Romania,,57061180
Unirea Hereclean,Un. Hereclean,Romania,Romanian Lower League,57065583
CS Brazi,CS Brazi,Romania,Romanian Lower League,57065518
CS Ceptura,,Romania,,57065516
AS Speranta Maxineni,Maxineni,Romania,Romanian Lower League,57065237
AS Venus Maeriste,Venus Maeriste,Romania,Romanian Lower League,57065571
AS Juventus Pischia,Pischia,Romania,Romanian Lower League,57065621
AS Steaua Dumbraveni,Steaua Dumbraveni,Romania,Romanian Lower League,57065602
CS Unirea Vinatorii Mici,Unirea Vinatorii Mici,Romania,Romanian Lower League,57065387
AS Scarisoara,AS Scarisoara,Romania,Romanian Lower League,57065351
AS Siretul Piscu,Siretul Piscu,Romania,Romanian Lower League,57065340
Vointa Cismele,Cismele,Romania,Romanian Lower League,57065336
AS Malina Smardan,Malina Smardan,Romania,Romanian Lower League,57065334
Dinamo Inter Stanesti,Dinamo Stanesti,Romania,Romanian Lower League,57065406
AS Luceafarul Darmanesti,Luceafarul Darmanesti,Romania,Romanian Lower League,57065315
Stiinta Ceplea,Ceplea,Romania,Romanian Lower League,57065409
CS Contesti,CS Contesti,Romania,Romanian Lower League,57065309
AS FC Potlogi,FC Potlogi,Romania,Romanian Lower League,57065304
AS Berzasca,Berzasca,Romania,,57065284
Olimpia Rotunda,Ol. Rotunda,Romania,Romanian Lower League,57065267
Unirea Hanu Conachi,Hanu Conachi,Romania,Romanian Lower League,57065325
AS Gaz-Metan Danes,Gaz-Metan Danes,Romania,Romanian Lower League,57065505
Victoria Devesel,V. Devesel,Romania,Romanian Lower League,57065495
Libertatea Salcioara,Lib. Salcioara,Romania,Romanian Lower League,57065471
AS Zarandu Criscior,Zarandu Criscior,Romania,Romanian Lower League,57065455
CS Avantul Mircea Voda,Av. Mircea Voda,Romania,Romanian Lower League,57065239
AS Aurul Certej,Aurul Certej,Romania,Romanian Lower League,57065441
AS Universitatea Petrosani,U Petrosani,Romania,Romanian Lower League,57065439
Stiinta Pestisani,Pestisani,Romania,Romanian Lower League,57065435
AS Energetica Tismana,Energetica Tismana,Romania,Romanian Lower League,57065431
Viitorul Dumbrava Calnic,Calnic,Romania,Romanian Lower League,57065429
AS Metalul Criscior,Metalul Criscior,Romania,Romanian Lower League,57065457
AS Municipal Constanta,Municipal C-ta,Romania,Romanian Lower League,57053610
Utchim Gaesti,Utchim,Romania,Romanian Lower League,57053605
ACF Baban Marcel,Baban Marcel,Romania,,57050305
AS Noua Generatie Macin,Macin,Romania,,57050241
Torpedo Zarnesti,Torpedo Zarnesti,Romania,Romanian Lower League,57050045
AS Avantul Frasin,Frasin,Romania,Romanian Lower League,57050030
CIL Sighet,,Romania,,57049994
Astra Raducaneni,Astra Raducaneni,Romania,Romanian Lower League,57049855
ACF Dunarea Zimnicea,Dunarea Zimnicea,Romania,,57057258
Bradul Roznov,,Romania,,57057251
CS Sopot,CS Sopot,Romania,Romanian Lower League,57057229
CS Unirea 1946 Floresti,Unirea Floresti,Romania,Romanian Lower League,57057225
CS Recolta Cislau,Recolta Cislau,Romania,Romanian Lower League,57057205
FC Tufesti,FC Tufesti,Romania,Romanian Lower League,57057199
CSS Tecuci,,Romania,,57057231
CS Progresul Gataia,Progresul Gataia,Romania,Romanian Lower League,57034149
Viitorul Muncel,Viitorul Muncel,Romania,Romanian Lower League,57049831
ACS Electrica 1929 Timisoara,Electrica Timisoara,Romania,Romanian Lower League,57032306
CSS Brasovia Brasov,CSS Brasovia,Romania,Romanian U19 National Championship Group 8,57031430
Sportul Studentesc Iasi,Sp. Stud. Iasi,Romania,Romanian Lower League,57031387
ACS Agro Company Bacia,Agro Company,Romania,Romanian Lower League,57015796
AFC Metalul Filipestii de Padure,Filipestii de Padure,Romania,Romanian Lower League,57015199
CSM Fagaras,,Romania,Romanian U19 National Championship Group 8,57035982
CS Avantul Conpet Ciresu,Conpet Ciresu,Romania,Romanian Lower League,57048723
Izvorul Cociuba Mare,Cociuba Mare,Romania,Romanian Lower League,57048719
CSM Dorna Vatra Dornei,Dorna V. Dornei,Romania,Romanian Lower League,57048691
Cetatea Apata 2009,Cetatea Apata,Romania,Romanian Lower League,57048670
AS Unirea Seitin,Seitin,Romania,Romanian Lower League,57048471
ACS Aqua Vest Arad,Aqua Vest,Romania,Romanian Lower League,57048463
CS Dorobanti,,Romania,Romanian Lower League,57048460
ACS FC Chisoda,Chisoda,Romania,Romanian Lower League,57048144
Olimpia Cauas,Olimpia Cauas,Romania,Romanian Lower League,57048018
FC Zimandu Nou,FC Zimandu Nou,Romania,Romanian Lower League,57048602
Viitorul Popesti,Vitorul Popesti,Romania,Romanian Lower League,57061089
CS Damila Maciuca,Damila,Romania,Romanian Lower League,57057266
AS Vointa Sacueni,Sacueni,Romania,Romanian Lower League,57061093
Cetatea Biharia,,Romania,Romanian Lower League,57061092
Victoria Avram Iancu,Avram Iancu,Romania,Romanian Lower League,57061090
CS Cuprirom Abrud,Cuprirom Abrud,Romania,Romanian Lower League,57061065
CS Ariesul Apuseni Baia de Aries,Ariesul Apuseni,Romania,Romanian Lower League,57061064
Minerul Aninoasa,Min. Aninoasa,Romania,Romanian Lower League,57059847
AS Straduinta Mihaileni,Mihaileni,Romania,Romanian Lower League,57059846
Grupul Scolar Ion Banescu Mangalia,GSIB Mangalia,Romania,Romanian Lower League,57059834
Dunarea Ostrov,Dun. Ostrov,Romania,Romanian Lower League,57059833
AFC Urleasca,,Romania,Romanian Lower League,57059832
FC Energia Unirea Feldioara,En. Feldioara,Romania,Romanian Lower League,57057616
LPS Vaslui,,Romania,Romanian U19 National Championship Group 2,57057282
Foresta Sendreni,Sendreni,Romania,Romanian Lower League,57059839
CS Domnesti (AG),CS Domnesti (AG),Romania,Romanian Lower League,57061075
AS Mirosi,AS Mirosi,Romania,Romanian Lower League,57061076
AS Flacara Boteni,Flacara Boteni,Romania,Romanian Lower League,57061074
AS Balomir Acmariu,Balomir,Romania,Romanian Lower League,57061068
Rapid CFR Teius,,Romania,Romanian Lower League,57061066
ACS Petrosport Ploiesti,Petrosport Ploiesti,Romania,Romanian U19 National Championship Group 4,57172204
CSM Ploiesti,,Romania,Romanian U19 National Championship Group 4,57172201
CSS Soimii Sibiu,,Romania,Romanian U19 National Championship Group 8,57172197
AFC Gloria Junior,Gloria Junior,Romania,Romanian U19 National Championship Group 10,57172182
ACS Atletic Zalau,Atletic Zalau,Romania,Romanian U19 National Championship Group 11,57172178
ACS Luceafarul Drobeta,Luceafarul Drobeta,Romania,Romanian U19 National Championship Group 7,57172171
FC Star Sport Arges,,Romania,,57172207
ACS FC Delta Dobrogea Tulcea II,Delta Dobrogea II,Romania,,57191039
ACS Industria Galda II,Industria Galda II,Romania,Romanian Lower League,57207437
CS Flacara Parta,Flacara Parta,Romania,Romanian Lower League,57191003
ACS Unirea Scanteia,,Romania,Romanian Lower League,57174519
ACS Vointa Hurez,Vointa Hurez,Romania,Romanian Lower League,57172388
ACS Viitorul Arges Alexandru Duminica,Viitorul Arges,Romania,Romanian U19 National Championship Group 5,57172210
Academica Bals,,Romania,,57191014
Egri Sasok Agris,,Romania,Romanian Lower League,57191024
ACS Coada Izvorului,Coada Izvorului,Romania,Romanian Lower League,57171290
CF Metalurgistul Cugir 1939 II,Metalurgistul Cugir II,Romania,Romanian Lower League,57171579
Avantul Golaiesti,,Romania,Romanian Lower League,57171160
ACS Pro Team,Pro Team,Romania,Romanian U19 National Championship Group 3,57172144
ACS Victoria 2010,Victoria 2010,Romania,,57172147
AS Viitorul Razvad,,Romania,Romanian Fourth League Dambovita,57211646
AS Tartód Varsag,Tartód Varsag,Romania,Romanian Lower League,57190794
CS Gloria Lunca Teuz Cermei II,Lunca Teuz II,Romania,Romanian Lower League,57185024
CS Sporting Recea,Sporting Recea,Romania,Romanian Lower League,57189839
Sporting Zalau,,Romania,Romanian Lower League,57181539
AS CS Farul Constanta,FC Farul,Romania,,57187798
ACS Atletico Junior Bacau,,Romania,,57189776
CSM Targu Mures,,Romania,,57189760
FC Unirea Dej II,Unirea Dej II,Romania,Romanian Lower League,57189664
ACS Viitorul 2014 Soporu de Campie,Soporu de Campie,Romania,Romanian Lower League,57189663
Gloria Romanesti,,Romania,Romanian Lower League,57188334
Dacia Mihalt,,Romania,Romanian Lower League,57188096
ACS Kids Tampa Brasov,Kids Tampa Brasov,Romania,Romanian U19 Top League West,57187799
Unirea Teleajean Ploiesti,Teleajean Ploiesti,Romania,Romanian Lower League,57175567
CSO Magura Slanic,Slanic,Romania,Romanian Lower League,57175562
ACS Pro Giurgiu,Pro Giurgiu,Romania,,57175292
AS Oltetu Balcesti 2014,Oltetu Balcesti,Romania,Romanian Lower League,57175153
Viitorul Umbraresti,,Romania,Romanian Lower League,57175033
ACS Staruinta Zagon,Staruinta Zagon,Romania,,57174876
ACS Moara Domneasca,Moara Domneasca,Romania,Romanian Lower League,57190751
AS Copsa Mica,,Romania,Romanian Lower League,57175611
ACS Unirea Vela,Unirea Vela,Romania,Romanian Lower League,57190463
CSS Drobeta Turnu Severin,CSS Drobeta,Romania,Romanian U19 National Championship Group 7,57161640
LPS Cluj-Napoca,,Romania,Romanian U19 National Championship Group 11,57161702
FC Mara 2010 Baia Mare,Mara 2010 Baia Mare,Romania,,57161700
CSS LT Lucian Blaga Reghin,LT Lucian Blaga,Romania,Romanian U19 National Championship Group 10,57161697
LPS Bihorul Oradea,LPS Bihor,Romania,Romanian U19 Top League West,57161637
CS Soimii Lipova II,Soimii Lipova II,Romania,Romanian Lower League,57208281
CSS 2 Baia Mare,,Romania,Romanian U19 National Championship Group 11,57161704
ACSO Filiasi II,,Romania,Romanian Lower League,57208356
LPS Iasi,,Romania,Romanian U19 National Championship Group 1,57161652
LPS Satu Mare,,Romania,Romanian U19 National Championship Group 11,57161631
LPS Slatina,,Romania,Romanian U19 National Championship Group 6,57161682
LPS Bacau,,Romania,Romanian U19 National Championship Group 2,57161656
FC Buzau,FC Buzau,Romania,Romanian Lower League,57161868
AS Steluta Balanoaia,Steluta Balanoaia,Romania,Romanian Lower League,57161856
AS FC Ceres Min Ceamurlia de Jos,Ceamurlia de Jos,Romania,,57211612
CSS Targoviste,,Romania,Romanian U19 National Championship Group 5,57161672
CSS Craiova,,Romania,Romanian U19 National Championship Group 6,57161683
LPS Sebes,,Romania,Romanian U19 National Championship Group 10,57161685
CN Gib Mihaescu Dragasani,Gib Mihaescu Dragasani,Romania,Romanian Lower League,57161678
LPS Viitorul Pitesti,,Romania,Romanian U19 National Championship Group 5,57161680
LPS Targu Jiu,,Romania,Romanian U19 National Championship Group 7,57161684
Liceul Regina Maria CSS Dorohoi,CSS Dorohoi,Romania,Romanian Lower League,57161657
LPS Targu Mures,,Romania,Romanian U19 National Championship Group 10,57161693
LPS Galati,,Romania,Romanian U19 National Championship Group 2,57161660
Liceul Teoretic Stefan cel Mare,Liceul Stefan cel Mare,Romania,Romanian Lower League,57161663
LPS Bistrita,,Romania,Romanian U19 National Championship Group 10,57161691
ACS Somuz Falticeni II,Somuz Falticeni II,Romania,Romanian Lower League,57208812
CSS Lugoj,,Romania,Romanian U19 National Championship Group 9,57161689
ACS Performer Constanta,Performer Constanta,Romania,,57161665
CSS Caransebes,,Romania,Romanian U19 National Championship Group 9,57161688
LPS Focsani,,Romania,Romanian U19 National Championship Group 2,57161661
ACS Young Steaua Alexandria,,Romania,,57169114
AS Gloria Frumoasa,Gloria Frumoasa,Romania,Romanian Lower League,57168352
AS SC Rapid,SC Rapid,Romania,Romanian Lower League,57161241
ACS Prosport Academy,Prosport Academy,Romania,Romanian U19 National Championship Group 4,57208103
AS Unirea Urmenis,Unirea Urmenis,Romania,Romanian Lower League,57210321
Club Sportiv Municipal Galati,CSM Galati,Romania,Romanian U19 National Championship Group 2,57208093
AS Vointa Dipsa,Vointa Dipsa,Romania,Romanian Lower League,57210326
AS FC Bazosu Vechi,Bazosu Vechi,Romania,Romanian Lower League,57169592
SCM Ramnicu Valcea,,Romania,Romanian U19 National Championship Group 7,57170885
Academia Ladislau Brosovzsky,,Romania,,57167480
ACS Viitorul Cluj Junior,Viitorul Cluj,Romania,Romanian U19 National Championship Group 11,57208120
AS Vointa Matei,Vointa Matei,Romania,Romanian Lower League,57210315
Academia de Fotbal Farul Constanta,Academia Farul,Romania,,57161623
ASU Politehnica Timisoara II,ASU Politehnica II,Romania,Romanian Lower League,57162247
CS Alma Sibiu,Alma Sibiu,Romania,Romanian U19 National Championship Group 8,57208115
CS Beliu,,Romania,Romanian Fourth League Arad,57210066
AS Targu Ocna,Targu Ocna,Romania,,57061082
